a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16
1127,,26019500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26044000,,,,,,1128,1128,ranked_up_11,RANK/PRESTIGE_22
1128,,26044000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26068500,,,,,,1129,1129,ranked_up_11,RANK/PRESTIGE_22
1129,,26068500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26093000,,,,,,1130,1130,ranked_up_11,RANK/PRESTIGE_22
1130,,26093000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26117500,,,,,,1131,1131,ranked_up_11,RANK/PRESTIGE_22
1131,,26117500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26142000,,,,,,1132,1132,ranked_up_11,RANK/PRESTIGE_22
1132,,26142000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26166500,,,,,,1133,1133,ranked_up_11,RANK/PRESTIGE_22
1133,,26166500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26191000,,,,,,1134,1134,ranked_up_11,RANK/PRESTIGE_22
1134,,26191000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26215500,,,,,,1135,1135,ranked_up_11,RANK/PRESTIGE_22
1135,,26215500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26240000,,,,,,1136,1136,ranked_up_11,RANK/PRESTIGE_22
1136,,26240000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26264500,,,,,,1137,1137,ranked_up_11,RANK/PRESTIGE_22
1137,,26264500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26289000,,,,,,1138,1138,ranked_up_11,RANK/PRESTIGE_22
1138,,26289000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26313500,,,,,,1139,1139,ranked_up_11,RANK/PRESTIGE_22
1139,,26313500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26338000,,,,,,1140,1140,ranked_up_11,RANK/PRESTIGE_22
1140,,26338000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26362500,,,,,,1141,1141,ranked_up_11,RANK/PRESTIGE_22
1141,,26362500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26387000,,,,,,1142,1142,ranked_up_11,RANK/PRESTIGE_22
1142,,26387000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26411500,,,,,,1143,1143,ranked_up_11,RANK/PRESTIGE_22
1143,,26411500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26436000,,,,,,1144,1144,ranked_up_11,RANK/PRESTIGE_22
1144,,26436000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26460500,,,,,,1145,1145,ranked_up_11,RANK/PRESTIGE_22
1145,,26460500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26485000,,,,,,1146,1146,ranked_up_11,RANK/PRESTIGE_22
1146,,26485000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26509500,,,,,,1147,1147,ranked_up_11,RANK/PRESTIGE_22
1147,,26509500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26534000,,,,,,1148,1148,ranked_up_11,RANK/PRESTIGE_22
1148,,26534000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26558500,,,,,,1149,1149,ranked_up_11,RANK/PRESTIGE_22
1149,,26558500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26583000,,,,,,1150,1150,ranked_up_11,RANK/PRESTIGE_23
1150,,26583000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26607500,,,,,,1151,1151,ranked_up_11,RANK/PRESTIGE_23
1151,,26607500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26632000,,,,,,1152,1152,ranked_up_11,RANK/PRESTIGE_23
1152,,26632000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26656500,,,,,,1153,1153,ranked_up_11,RANK/PRESTIGE_23
1153,,26656500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26681000,,,,,,1154,1154,ranked_up_11,RANK/PRESTIGE_23
1154,,26681000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26705500,,,,,,1155,1155,ranked_up_11,RANK/PRESTIGE_23
1155,,26705500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26730000,,,,,,1156,1156,ranked_up_11,RANK/PRESTIGE_23
1156,,26730000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26754500,,,,,,1157,1157,ranked_up_11,RANK/PRESTIGE_23
1157,,26754500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26779000,,,,,,1158,1158,ranked_up_11,RANK/PRESTIGE_23
1158,,26779000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26803500,,,,,,1159,1159,ranked_up_11,RANK/PRESTIGE_23
1159,,26803500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26828000,,,,,,1160,1160,ranked_up_11,RANK/PRESTIGE_23
1160,,26828000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26852500,,,,,,1161,1161,ranked_up_11,RANK/PRESTIGE_23
1161,,26852500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26877000,,,,,,1162,1162,ranked_up_11,RANK/PRESTIGE_23
1162,,26877000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26901500,,,,,,1163,1163,ranked_up_11,RANK/PRESTIGE_23
1163,,26901500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26926000,,,,,,1164,1164,ranked_up_11,RANK/PRESTIGE_23
1164,,26926000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26950500,,,,,,1165,1165,ranked_up_11,RANK/PRESTIGE_23
1165,,26950500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26975000,,,,,,1166,1166,ranked_up_11,RANK/PRESTIGE_23
1166,,26975000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,26999500,,,,,,1167,1167,ranked_up_11,RANK/PRESTIGE_23
1167,,26999500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27024000,,,,,,1168,1168,ranked_up_11,RANK/PRESTIGE_23
1168,,27024000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27048500,,,,,,1169,1169,ranked_up_11,RANK/PRESTIGE_23
1169,,27048500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27073000,,,,,,1170,1170,ranked_up_11,RANK/PRESTIGE_23
1170,,27073000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27097500,,,,,,1171,1171,ranked_up_11,RANK/PRESTIGE_23
1171,,27097500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27122000,,,,,,1172,1172,ranked_up_11,RANK/PRESTIGE_23
1172,,27122000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27146500,,,,,,1173,1173,ranked_up_11,RANK/PRESTIGE_23
1173,,27146500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27171000,,,,,,1174,1174,ranked_up_11,RANK/PRESTIGE_23
1174,,27171000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27195500,,,,,,1175,1175,ranked_up_11,RANK/PRESTIGE_23
1175,,27195500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27220000,,,,,,1176,1176,ranked_up_11,RANK/PRESTIGE_23
1176,,27220000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27244500,,,,,,1177,1177,ranked_up_11,RANK/PRESTIGE_23
1177,,27244500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27269000,,,,,,1178,1178,ranked_up_11,RANK/PRESTIGE_23
1178,,27269000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27293500,,,,,,1179,1179,ranked_up_11,RANK/PRESTIGE_23
1179,,27293500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27318000,,,,,,1180,1180,ranked_up_11,RANK/PRESTIGE_23
1180,,27318000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27342500,,,,,,1181,1181,ranked_up_11,RANK/PRESTIGE_23
1181,,27342500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27367000,,,,,,1182,1182,ranked_up_11,RANK/PRESTIGE_23
1182,,27367000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27391500,,,,,,1183,1183,ranked_up_11,RANK/PRESTIGE_23
1183,,27391500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27416000,,,,,,1184,1184,ranked_up_11,RANK/PRESTIGE_23
1184,,27416000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27440500,,,,,,1185,1185,ranked_up_11,RANK/PRESTIGE_23
1185,,27440500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27465000,,,,,,1186,1186,ranked_up_11,RANK/PRESTIGE_23
1186,,27465000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27489500,,,,,,1187,1187,ranked_up_11,RANK/PRESTIGE_23
1187,,27489500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27514000,,,,,,1188,1188,ranked_up_11,RANK/PRESTIGE_23
1188,,27514000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27538500,,,,,,1189,1189,ranked_up_11,RANK/PRESTIGE_23
1189,,27538500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27563000,,,,,,1190,1190,ranked_up_11,RANK/PRESTIGE_23
1190,,27563000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27587500,,,,,,1191,1191,ranked_up_11,RANK/PRESTIGE_23
1191,,27587500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27612000,,,,,,1192,1192,ranked_up_11,RANK/PRESTIGE_23
1192,,27612000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27636500,,,,,,1193,1193,ranked_up_11,RANK/PRESTIGE_23
1193,,27636500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27661000,,,,,,1194,1194,ranked_up_11,RANK/PRESTIGE_23
1194,,27661000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27685500,,,,,,1195,1195,ranked_up_11,RANK/PRESTIGE_23
1195,,27685500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27710000,,,,,,1196,1196,ranked_up_11,RANK/PRESTIGE_23
1196,,27710000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27734500,,,,,,1197,1197,ranked_up_11,RANK/PRESTIGE_23
1197,,27734500,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27759000,,,,,,1198,1198,ranked_up_11,RANK/PRESTIGE_23
1198,,27759000,24500,RANK/PRESTIGE_23,RANK/PRESTIGE_23,,27783500,,,,,,1199,1199,ranked_up_11,RANK/PRESTIGE_23
1199,,27783500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,27808000,,,,,,1200,1200,ranked_up_11,RANK/PRESTIGE_24
1200,,27808000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,27832500,,,,,,1201,1201,ranked_up_11,RANK/PRESTIGE_24
1201,,27832500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,27857000,,,,,,1202,1202,ranked_up_11,RANK/PRESTIGE_24
1202,,27857000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,27881500,,,,,,1203,1203,ranked_up_11,RANK/PRESTIGE_24
1203,,27881500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,27906000,,,,,,1204,1204,ranked_up_11,RANK/PRESTIGE_24
1204,,27906000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,27930500,,,,,,1205,1205,ranked_up_11,RANK/PRESTIGE_24
1205,,27930500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,27955000,,,,,,1206,1206,ranked_up_11,RANK/PRESTIGE_24
1206,,27955000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,27979500,,,,,,1207,1207,ranked_up_11,RANK/PRESTIGE_24
1207,,27979500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28004000,,,,,,1208,1208,ranked_up_11,RANK/PRESTIGE_24
1208,,28004000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28028500,,,,,,1209,1209,ranked_up_11,RANK/PRESTIGE_24
1209,,28028500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28053000,,,,,,1210,1210,ranked_up_11,RANK/PRESTIGE_24
1210,,28053000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28077500,,,,,,1211,1211,ranked_up_11,RANK/PRESTIGE_24
1211,,28077500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28102000,,,,,,1212,1212,ranked_up_11,RANK/PRESTIGE_24
1212,,28102000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28126500,,,,,,1213,1213,ranked_up_11,RANK/PRESTIGE_24
1213,,28126500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28151000,,,,,,1214,1214,ranked_up_11,RANK/PRESTIGE_24
1214,,28151000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28175500,,,,,,1215,1215,ranked_up_11,RANK/PRESTIGE_24
1215,,28175500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28200000,,,,,,1216,1216,ranked_up_11,RANK/PRESTIGE_24
1216,,28200000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28224500,,,,,,1217,1217,ranked_up_11,RANK/PRESTIGE_24
1217,,28224500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28249000,,,,,,1218,1218,ranked_up_11,RANK/PRESTIGE_24
1218,,28249000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28273500,,,,,,1219,1219,ranked_up_11,RANK/PRESTIGE_24
1219,,28273500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28298000,,,,,,1220,1220,ranked_up_11,RANK/PRESTIGE_24
1220,,28298000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28322500,,,,,,1221,1221,ranked_up_11,RANK/PRESTIGE_24
1221,,28322500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28347000,,,,,,1222,1222,ranked_up_11,RANK/PRESTIGE_24
1222,,28347000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28371500,,,,,,1223,1223,ranked_up_11,RANK/PRESTIGE_24
1223,,28371500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28396000,,,,,,1224,1224,ranked_up_11,RANK/PRESTIGE_24
1224,,28396000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28420500,,,,,,1225,1225,ranked_up_11,RANK/PRESTIGE_24
1225,,28420500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28445000,,,,,,1226,1226,ranked_up_11,RANK/PRESTIGE_24
1226,,28445000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28469500,,,,,,1227,1227,ranked_up_11,RANK/PRESTIGE_24
1227,,28469500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28494000,,,,,,1228,1228,ranked_up_11,RANK/PRESTIGE_24
1228,,28494000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28518500,,,,,,1229,1229,ranked_up_11,RANK/PRESTIGE_24
1229,,28518500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28543000,,,,,,1230,1230,ranked_up_11,RANK/PRESTIGE_24
1230,,28543000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28567500,,,,,,1231,1231,ranked_up_11,RANK/PRESTIGE_24
1231,,28567500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28592000,,,,,,1232,1232,ranked_up_11,RANK/PRESTIGE_24
1232,,28592000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28616500,,,,,,1233,1233,ranked_up_11,RANK/PRESTIGE_24
1233,,28616500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28641000,,,,,,1234,1234,ranked_up_11,RANK/PRESTIGE_24
1234,,28641000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28665500,,,,,,1235,1235,ranked_up_11,RANK/PRESTIGE_24
1235,,28665500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28690000,,,,,,1236,1236,ranked_up_11,RANK/PRESTIGE_24
1236,,28690000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28714500,,,,,,1237,1237,ranked_up_11,RANK/PRESTIGE_24
1237,,28714500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28739000,,,,,,1238,1238,ranked_up_11,RANK/PRESTIGE_24
1238,,28739000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28763500,,,,,,1239,1239,ranked_up_11,RANK/PRESTIGE_24
1239,,28763500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28788000,,,,,,1240,1240,ranked_up_11,RANK/PRESTIGE_24
1240,,28788000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28812500,,,,,,1241,1241,ranked_up_11,RANK/PRESTIGE_24
1241,,28812500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28837000,,,,,,1242,1242,ranked_up_11,RANK/PRESTIGE_24
1242,,28837000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28861500,,,,,,1243,1243,ranked_up_11,RANK/PRESTIGE_24
1243,,28861500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28886000,,,,,,1244,1244,ranked_up_11,RANK/PRESTIGE_24
1244,,28886000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28910500,,,,,,1245,1245,ranked_up_11,RANK/PRESTIGE_24
1245,,28910500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28935000,,,,,,1246,1246,ranked_up_11,RANK/PRESTIGE_24
1246,,28935000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28959500,,,,,,1247,1247,ranked_up_11,RANK/PRESTIGE_24
1247,,28959500,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,28984000,,,,,,1248,1248,ranked_up_11,RANK/PRESTIGE_24
1248,,28984000,24500,RANK/PRESTIGE_24,RANK/PRESTIGE_24,,29008500,,,,,,1249,1249,ranked_up_11,RANK/PRESTIGE_24
1249,,29008500,24500,RANK/PRESTIGE_25,RANK/PRESTIGE_25,,29033000,,,,,,1250,1250,ranked_up_11,RANK/PRESTIGE_25
maxelder,1195,,,,,,,,,,,,,,,
maxlifetime,1249,,,,,,,,,,,,,,,
maxstandardrank,54,,,,,,,,,,,,,,,
